opportunity_id,demand_id,demand_name,priority,opportunity_score,trend,intent,recipient,profession,pet,interest,occasion,holiday,best_rank,p25_rank,median_rank,keyword_count,active_months,evidence_keywords,recommendation_note,next_action,research_status
OP000151,CD000074,Dog Birthday,P3,60.11,declining,birthday,dog,,dog,,birthday,,11398,12117.25,14907.5,4,4,dog birthday | dog birthday | dog birthday | dog birthday,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000152,CD000185,Husband Gift from Wife,P3,60.06,growing,gift,husband,,,,,,29398,81397.0,182122.5,4,4,husband gift from wife | husband gift from wife | husband gift from wife | husband gift from wife,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000153,CD000158,Boy Mom Gift,P3,59.96,growing,gift,boy,,,,,,26658,82797.75,309361.5,8,4,boy mom gift | boy mom gift | boy mom gift | boy mom gift | boy mom gift | gift for boy mom | boy mom gift | boy mom gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000154,CD000183,Cat Proof Christmas Tree,P3,59.92,growing,christmas,cat,,cat,,christmas,christmas,29334,90267.25,191358.0,6,4,cat proof christmas tree | cat proof christmas tree | cat proof christmas tree | cat proof christmas tree | cat proof christmas tree | cat proof christmas tree,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000155,CD000136,Book Lover Gift,P3,59.91,growing,gift,,,,reading,,,21887,116114.0,368155.0,14,4,book lover gift | book lover gift | book lover gift | book lover gift | book lover gift | gift for book lover | book lover gift | gift for book lover,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000156,CD000285,Taylor Swift Gift for Girls,P3,59.83,growing,gift,girl,,,,,,48049,64438.0,85148.5,4,4,taylor swift gift for girls | taylor swift gift for girls | taylor swift gift for girls | taylor swift gift for girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000157,CD000287,Harry Potter Gift for Girls,P3,59.77,growing,gift,girl,,,,,,48876,59123.25,98159.0,4,4,harry potter gift for girls | harry potter gift for girls | harry potter gift for girls | harry potter gift for girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000158,CD000144,Mother Gift,P3,59.73,growing,gift,mom,,,,,,23950,126191.0,302218.0,17,4,mother gift | gift for mother | mother gift | gift for mother | mother gift | gift for mother | mother gift | mother gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000159,CD000264,Football Gift for Boys 8 12,P3,59.72,growing,gift,boy,,,soccer,,,43978,63815.5,120985.0,4,4,football gift for boys 8 12 | football gift for boys 8 12 | football gift for boys 8 12 | football gift for boys 8 12,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000160,CD000149,Gift for Mom from Daughter,P3,59.66,growing,gift,mom,,,,,,25334,104995.0,285317.0,7,4,gift for mom from daughter | gift for mom from daughter | gift for mom from daughter | gift for mom from daughter | gift for mom from daughter | gift for mom from daughter | mom from daughter gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000161,CD000249,Girl Gift 10 12 Years Old,P3,59.54,growing,gift,girl,,,,,,41230,70165.75,140825.0,4,4,girl gift 10 12 years old | girl gift 10 12 years old | girl gift 10 12 years old | girl gift 10 12 years old,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000162,CD000267,Christmas Coffee,P3,59.54,growing,christmas,,,,coffee,christmas,christmas,44975,59864.75,146656.0,4,4,christmas coffee | christmas coffee | christmas coffee | christmas coffee,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000163,CD000199,Best Dad Ever Gift,P3,59.51,growing,gift,dad,,,,,,32533,91804.75,172837.5,4,4,best dad ever gift | best dad ever gift | best dad ever gift | best dad ever gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000164,CD000232,Gift for Girls 8 12,P3,59.49,growing,gift,girl,,,,,,38245,70219.0,193394.0,5,4,gift for girls 8 12 | gift for girls 8 12 | gift for girls 8 12 | gift for girls 8 12 | girls 8 12 gift ideas,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000165,CD000178,Teacher Gift Bulk,P3,59.48,growing,gift,,teacher,,,,,28758,106293.5,215711.0,6,4,teacher gift bulk | teacher gift bulk | teacher gift bulk | teacher gift bulk | teacher gift bulk | teacher gift bulk,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000166,CD000303,Cat Christmas Wrapping Paper,P3,59.48,growing,christmas,cat,,cat,,christmas,christmas,51738,59688.0,105095.0,4,4,cat christmas wrapping paper | cat christmas wrapping paper | cat christmas wrapping paper | cat christmas wrapping paper,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000167,CD000125,Toddler Boy Gift,P3,59.46,growing,gift,boy,,,,,,20405,148858.5,419268.0,15,4,toddler boy gift | toddler boy gift | toddler boy gift | toddler boy gift | toddler boy gift | toddler boy gift | gift for toddler boy | gift for toddler boy,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000168,CD000260,Christmas Coffee Cups Disposable,P3,59.44,growing,christmas,,,,coffee,christmas,christmas,43193,56470.25,197944.0,4,4,christmas coffee cups disposable | christmas coffee cups disposable | christmas coffee cups disposable | christmas coffee cups disposable,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000169,CD000159,Gift for Son,P3,59.37,growing,gift,son,,,,,,27364,123028.75,272965.5,14,4,gift for son | gift for son | son gift | gift for son | son gift | gift for son | son gift | gift for son,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000170,CD000176,Black Cat Gift,P3,59.34,growing,gift,cat,,cat,,,,28641,123466.75,187384.5,6,4,black cat gift | black cat gift | black cat gift | black cat gift | black cat gift | black cat gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000171,CD000173,Cat Dad Gift,P3,59.28,growing,gift,dad,,,,,,28520,97053.0,291036.0,5,4,cat dad gift | cat dad gift | cat dad gift | cat dad gift | cat dad gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000172,CD000225,Boy Christmas Gift,P3,59.22,growing,gift,boy,,,,christmas,christmas,37383,67189.5,293409.5,6,4,boy christmas gift | boy christmas gift | boy christmas gift | boy christmas gift | boy christmas gift | boy christmas gift,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000173,CD000278,Horse Gift for Girls,P3,59.19,growing,gift,girl,,,,,,47130,72306.75,121968.5,4,4,horse gift for girls | horse gift for girls | horse gift for girls | horse gift for girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000174,CD000180,Gift for Toddler Girls,P3,59.18,growing,gift,girl,,,,,,28910,111692.0,260840.0,7,4,gift for toddler girls | gift for toddler girls | gift for toddler girls | gift for toddler girls | toddler girls gift | toddler girls gift | toddler girls gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000175,CD000195,Christmas Gift for Girls,P3,59.16,growing,gift,girl,,,,christmas,christmas,31591,116041.5,216718.0,10,4,christmas gift for girls | christmas gift for girls | christmas gift for girls | christmas presents for girls | christmas gift for girls | christmas gift for girls | christmas presents for girls | christmas gift for girls,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000176,CD000229,Girls Gift Age 6 8,P3,59.14,growing,gift,girl,,,,,,38051,86122.0,190211.0,6,4,girls gift age 6 8 | girls gift age 6 8 | girls gift age 6 8 | girls gift age 6 8 | girls presents age 6 8 | girls presents age 6 8,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000177,CD000256,Gigi Gift for Grandma,P3,59.12,growing,gift,grandma,,,,,,42559,86367.25,124887.5,4,4,gigi gift for grandma | gigi gift for grandma | gigi gift for grandma | gigi gift for grandma,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000178,CD000240,Gift for Dad Who Wants Nothing,P3,59.03,growing,gift,dad,,,,,,39217,75037.75,217451.5,4,4,gift for dad who wants nothing | gift for dad who wants nothing | gift for dad who wants nothing | gift for dad who wants nothing,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000179,CD000297,Preteeen Girls Gift Idea,P3,59.03,growing,gift,girl,,,,,,50867,65320.25,135366.5,4,4,preteeen girls gift ideas | preteeen girls gift ideas | preteeen girls gift ideas | preteeen girls gift ideas,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000180,CD000228,Bonus Daughter Gift,P3,59.01,growing,gift,daughter,,,,,,37996,91186.0,181731.0,5,4,bonus daughter gift | bonus daughter gift | bonus daughter gift | bonus daughter gift | gift for bonus daughter,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000181,CD000107,Camping Gift,P3,58.97,growing,gift,,,,camping,,,17729,217858.0,423737.0,11,4,camping gift | camping gift | camping gift | camping gift | camping gift | camping gift ideas | gift for camping | camping gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000182,CD000101,Gift for Dogs,P3,58.94,growing,gift,dog,,dog,,,,16392,253057.0,385337.0,9,4,gift for dogs | gift for dogs | gift for dogs | gift for dogs | presents for dogs | gift for dogs | dogs gift | gift for dogs,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000183,CD000223,Coffee Gift for Women,P3,58.94,growing,gift,,,,coffee,,,37113,96018.0,174868.5,4,4,coffee gift for women | coffee gift for women | coffee gift for women | coffee gift for women,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000184,CD000166,Christmas Gift for Dogs,P3,58.89,growing,gift,dog,,dog,,christmas,christmas,27825,121294.0,342084.0,9,4,christmas gift for dogs | christmas gift for dogs | christmas gift for dogs | christmas presents for dogs | christmas gift for dogs | christmas presents for dogs | christmas gift for dogs | christmas present for dogs,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000185,CD000212,Gift for Teen Girls 16 18,P3,58.86,growing,gift,girl,,,,,,34782,87224.75,299551.5,6,4,gift for teen girls 16 18 | gift for teen girls 16 18 | gift for teen girls 16 18 | gift for teen girls 16 18 | gift for teen girls 16 18 | gift for teen girls 16 18,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000186,CD000288,Axolotl Gift for Girls,P3,58.84,growing,gift,girl,,,,,,49544,75058.25,132105.0,4,4,axolotl gift for girls | axolotl gift for girls | axolotl gift for girls | axolotl gift for girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000187,CD000174,Gift for Dog Lovers,P3,58.79,growing,gift,dog,,dog,,,,28541,144112.0,313036.0,17,4,gift for dog lovers | dog lover gift | gift for dog lovers | dog lover gift | gift for dog lover | dog lover gift | gift for dog lovers | dog lovers gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000188,CD000210,Christmas Coffee Cup,P3,58.71,growing,christmas,,,,coffee,christmas,christmas,34602,106710.5,250377.0,7,4,christmas coffee cups | christmas coffee cups | christmas coffee cups | christmas coffee cup | christmas coffee cup | christmas coffee cups | christmas coffee cup,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000189,CD000206,Cat Gift for Cat Lovers,P3,58.7,growing,gift,cat,,cat,,,,33788,118847.0,213533.0,6,4,cat gift for cat lovers | cat gift for cat lovers | cat gift for cat lovers | cat gift for cat lovers | cat presents for cat lovers | cat presents for cat lovers,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000190,CD000133,Mom Christmas Gift from Daughter,P3,58.63,growing,gift,mom,,,,christmas,christmas,21704,39066.0,56428.0,3,3,mom christmas gift from daughter | mom christmas gift from daughter | mom christmas gift from daughter,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000191,CD000031,Mom Gift for Christmas,P3,58.52,growing,gift,mom,,,,christmas,christmas,5375,157392.0,318601.0,7,3,mom gift for christmas | mom gift for christmas | mom gift for christmas | mom presents for christmas | mom gift for christmas | mom gift for christmas | mom presents for christmas,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000192,CD000219,Gift for College Boys,P3,58.52,growing,gift,boy,,,,,,36742,103551.75,250036.5,6,4,gift for college boys | gift for college boys | college boys gift ideas | gift for college boys | college boys gift ideas | gift for college boys,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000193,CD000266,Teen Girl Christmas Gift,P3,58.51,growing,gift,girl,,,,christmas,christmas,44312,76948.25,252987.5,6,4,teen girl christmas gift | teen girl christmas gift | teen girl christmas gift | teen girl christmas gift | teen girl christmas gift | teen girl christmas gift,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000194,CD000117,Dog Toys Christmas,P3,58.49,growing,christmas,dog,,dog,,christmas,christmas,19141,44743.5,70346.0,3,3,dog toys christmas | dog toys christmas | dog toys christmas,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000195,CD000182,Grandmother Gift,P3,58.44,growing,gift,grandma,,,,,,29286,160442.0,286241.5,12,4,grandmother gift | gift for grandmother | grandmother gift | gift for grandmother | gift for grandmother | grandmother gift | grandmother gift | grandmother gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000196,CD000170,Cat Mom Gift,P3,58.42,growing,gift,cat mom,,,,,,28148,166105.0,255013.0,7,4,cat mom gift | cat mom gift | cat mom gift | cat mom gift | cat mom gift | gift for cat mom | gift for cat mom,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000197,CD000138,Dad Christmas Gift from Daughter,P3,58.39,growing,gift,dad,,,,christmas,christmas,22168,40922.0,59676.0,3,3,dad christmas gift from daughter | dad christmas gift from daughter | dad christmas gift from daughter,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000198,CD000291,Teen Boy Gift Trendy Stuff,P3,58.37,growing,gift,boy,,,,,,50056,73900.0,192961.5,4,4,teen boy gift trendy stuff | teen boy gift trendy stuff | teen boy gift trendy stuff | teen boy gift trendy stuff,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000199,CD000344,Soccer Gift for Girls,P3,58.32,growing,gift,girl,,,soccer,,,60592,79577.5,103320.5,4,4,soccer gift for girls | soccer gift for girls | soccer gift for girls | soccer gift for girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000200,CD000308,Sports Gift for Boys 8 12,P3,58.31,growing,gift,boy,,,,,,53327,71716.25,179214.0,4,4,sports gift for boys 8 12 | sports gift for boys 8 12 | sports gift for boys 8 12 | sports gift for boys 8 12,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000201,CD000279,Hello Kitty Gift for Girls,P3,58.25,growing,gift,girl,,,,,,47294,101054.0,142090.0,4,4,hello kitty gift for girls | hello kitty gift for girls | hello kitty gift for girls | hello kitty gift for girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000202,CD000230,Best Mom Ever Gift,P3,58.18,growing,gift,mom,,,,,,38096,115916.75,215035.0,4,4,best mom ever gift | best mom ever gift | best mom ever gift | best mom ever gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000203,CD000280,Christmas Tree Cat Tree,P3,58.08,growing,christmas,cat,,cat,,christmas,christmas,47331,98775.0,170254.0,4,4,christmas tree cat tree | christmas tree cat tree | christmas tree cat tree | christmas tree cat tree,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000204,CD000246,Pregnant Mom Gift,P3,58.06,growing,gift,mom,,,,,,40662,122038.0,192636.0,5,4,pregnant mom gift | pregnant mom gift | pregnant mom gift | pregnant mom gift | gift for pregnant mom,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000205,CD000161,Teenager Boy Gift Idea,P3,58.03,growing,gift,boy,,,,,,27513,144107.5,500748.0,8,4,teenager boy gift ideas | teenager boy gift ideas | teenager boy gift ideas | teenager boy gift ideas | teenager boy gift | teenager boy gift | teenager boy gift | gift for teenager boy,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000206,CD000216,Dog Lovers Gift for Women,P3,58.01,growing,gift,dog,,dog,,,,35625,133593.75,284789.5,8,4,dog lovers gift for women | dog lovers gift for women | dog lover gift for women | dog lovers gift for women | dog lovers gift for women | dog lover gift for women | dog lover gift for women | dog lover gift for women,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000207,CD000233,Mom and Dad Gift Idea,P3,57.94,growing,gift,dad,,,,,,38271,133814.0,272439.0,11,4,mom and dad gift ideas | mom and dad gift | gift for mom and dad | gift for mom and dad | mom and dad gift | gift for mom and dad | mom and dad gift ideas | mom and dad gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000208,CD000165,Dog Mom Gift,P3,57.91,growing,gift,dog mom,,,,,,27749,206752.0,293386.0,9,4,dog mom gift | dog mom gift | dog mom gift | dog mom gift | dog mom gift | gift for dog mom | gift for dog mom | dog mom gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000209,CD000362,Memorial Gift for Loss of Mom,P3,57.88,growing,memorial,mom,,,,,,64152,90309.0,100578.0,4,4,memorial gift for loss of mom | memorial gift for loss of mom | memorial gift for loss of mom | memorial gift for loss of mom,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000210,CD000055,Mom Birthday Gift,P3,57.86,declining,gift,mom,,,,birthday,,8392,26467.25,83444.5,16,4,mom birthday gift | mom birthday gift | mom birthday gift | mom birthday gift | gift for mom birthday | gift for mom birthday | gift for mom birthday | gift for mom birthday,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000211,CD000238,Best Grandma Gift,P3,57.86,growing,gift,grandma,,,,,,39047,123577.75,285494.5,8,4,best grandma gift | best grandma gift ideas | best grandma gift | best grandma gift ideas | best grandma gift | best grandma gift | best grandma gift ideas | best grandma gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000212,CD000298,First Time Mom Gift,P3,57.84,growing,gift,mom,,,,,,51016,114988.5,144235.0,6,4,first time mom gift | first time mom gift | first time mom gift | first time mom gift | gift for first time mom | first time mom gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000213,CD000305,Baseball Gift for Boys,P3,57.84,growing,gift,boy,,,,,,52293,96168.75,164698.5,4,4,baseball gift for boys | baseball gift for boys | baseball gift for boys | baseball gift for boys,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000214,CD000215,Daughter Gift from Dad,P3,57.83,growing,gift,dad,,,,,,35564,128528.0,307946.0,5,4,daughter gift from dad | daughter gift from dad | daughter gift from dad | daughter gift from dad | daughter gift from dad,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000215,CD000277,Golden Girls Gift,P3,57.83,growing,gift,girl,,,,,,47059,98985.0,225377.0,5,4,golden girls gift | golden girls gift | golden girls gift | golden girls gift | golden girls gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000216,CD000254,Gift for Teen Boys 14 16,P3,57.74,growing,gift,boy,,,,,,42396,116325.5,255077.0,6,4,gift for teen boys 14 16 | gift for teen boys 14 16 | gift for teen boys 14 16 | gift for teen boys 14 16 | gift for teen boys 14 16 | gift for teen boys 14 16,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000217,CD000214,Gift for Boys 12 14,P3,57.71,growing,gift,boy,,,,,,35402,175154.25,226863.5,8,4,gift for boys 12 14 | gift for boys 12 14 | boys 12 14 gift | boys 12 14 gift | gift for boys 12 14 | gift for boys 12 14 | gift for boys 12 14 | gift for boys 12 14,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000218,CD000035,Baby Shower Gift for Girls,P3,57.7,declining,gift,girl,,,,,,6068,40697.0,70149.5,4,4,baby shower gift for girls | baby shower gift for girls | baby shower gift for girls | baby shower gift for girls,Demand has rank signal but is declining; validate before prioritizing.,Review after P1/P2 opportunities,new
OP000219,CD000373,Christmas Dog Bandana,P3,57.69,growing,christmas,dog,,dog,,christmas,christmas,65908,66486.25,187767.0,4,4,christmas dog bandana | christmas dog bandana | christmas dog bandana | christmas dog bandana,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000220,CD000386,Volleyball Gift for Teen Girls,P3,57.67,growing,gift,girl,,,,,,68183,88992.5,102801.5,4,4,volleyball gift for teen girls | volleyball gift for teen girls | volleyball gift for teen girls | volleyball gift for teen girls,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000221,CD000251,Gift for Toddler Boys,P3,57.66,growing,gift,boy,,,,,,41644,113141.0,299590.5,6,4,gift for toddler boys | gift for toddler boys | gift for toddler boys | gift for toddler boys | toddler boys gift | toddler boys gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000222,CD000369,Mr Christmas,P3,57.64,growing,christmas,husband,,,,christmas,christmas,65284,99065.0,116569.0,7,4,mr christmas | mr christmas | mr christmas | mr christmas | mr christmas | mr christmas | mr christmas,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000223,CD000211,Wife Gift from Husband,P3,57.6,growing,gift,husband,,,,,,34676,140536.0,338002.0,5,4,wife gift from husband | wife gift from husband | wife gift from husband | wife gift from husband | wife presents from husband,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000224,CD000310,Gift for Preteeens Girls 10 13,P3,57.59,growing,gift,girl,,,,,,53930,83031.0,253555.0,5,4,gift for preteeens girls 10 13 | gift for preteeens girls 10 13 | gift for preteeens girls 10 13 | gift for preteeens girls 10 13 | gift for preteeens girls 10 13,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000225,CD000328,Teen Gift for Boys,P3,57.53,growing,gift,boy,,,,,,58046,84385.25,199780.0,4,4,teen gift for boys | teen gift for boys | teen gift for boys | teen gift for boys,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000226,CD000296,Plant Lover Gift for Women,P3,57.52,growing,gift,,,,gardening,,,50720,102446.0,206892.5,4,4,plant lover gift for women | plant lover gift for women | plant lover gift for women | plant lover gift for women,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000227,CD000224,Son in Law Gift,P3,57.49,growing,gift,son,,,,,,37292,145590.0,392788.5,14,4,son in law gift | gift for son in law | son in law gift | gift for son in law | gift for son in law | son in law gift ideas | son in law gift | gift for son in law,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000228,CD000258,Girl Dad Gift,P3,57.48,growing,gift,girl,,,,,,42773,132714.0,242164.5,6,4,girl dad gift | girl dad gift | girl dad gift | girl dad gift | girl dad gift | gift for girl dad,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000229,CD000358,Teen Boy Christmas Gift 2025,P3,57.43,growing,gift,boy,,,,christmas,christmas,63574,94072.0,137890.0,4,4,teen boy christmas gift 2025 | teen boy christmas gift 2025 | teen boy christmas gift 2025 | teen boy christmas gift 2025,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000230,CD000359,Pregnancy Gift for Expecting Mom,P3,57.27,growing,gift,mom,,,,,,63735,106862.25,124328.0,4,4,pregnancy gift for expecting mom | pregnancy gift for expecting mom | pregnancy gift for expecting mom | pregnancy gift for expecting mom,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000231,CD000336,Christmas Gift for Teens Girls,P3,57.26,growing,gift,girl,,,,christmas,christmas,59067,108513.0,149989.5,4,4,christmas gift for teens girls | christmas gift for teens girls | christmas gift for teens girls | christmas gift for teens girls,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000232,CD000172,College Girl Gift,P3,57.25,growing,gift,girl,,,,,,28330,246378.5,378919.5,12,4,college girl gift | college girl gift | college girl gift ideas | college girl gift | gift for college girl | college girl gift | college girl gift ideas | college girl gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000233,CD000252,Son Gift from Mom,P3,57.24,growing,gift,mom,,,,,,41728,140206.0,270639.0,5,4,son gift from mom | son gift from mom | son gift from mom | son gift from mom | son gift from mom,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000234,CD000265,Christmas Gift for Boys,P3,57.24,growing,gift,boy,,,,christmas,christmas,44143,145474.0,259682.0,9,4,christmas gift for boys | christmas gift for boys | christmas gift for boys | christmas presents for boys | christmas gift for boys | christmas presents for boys | christmas gift for boys | christmas gift for boys,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000235,CD000419,1 Yr Old Boys Gift,P3,57.21,growing,gift,boy,,,,,,76035,85892.25,117291.5,4,4,1 yr old boys gift | 1 yr old boys gift | 1 yr old boys gift | 1 yr old boys gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000236,CD000179,Garden Gift,P3,57.2,growing,gift,,,,gardening,,,28869,271099.0,288313.0,9,4,garden gift | garden gift | garden gift | garden gift | garden gift | garden gift idea | garden gift | garden gift ideas,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000237,CD000317,Christmas Garden Flags,P3,57.2,growing,christmas,,,,gardening,christmas,christmas,54593,106865.0,201926.0,4,4,christmas garden flags | christmas garden flags | christmas garden flags | christmas garden flags,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000238,CD000371,Cat Christmas Card,P3,57.13,growing,christmas,cat,,cat,,christmas,christmas,65577,91565.0,189887.5,6,4,cat christmas cards | cat christmas cards | cat christmas card | cat christmas card | cat christmas cards | cat christmas cards,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000239,CD000395,Best Boy Gift Age 10,P3,57.12,growing,gift,boy,,,,,,70037,84283.25,164706.5,4,4,best boy gift age 10 | best boy gift age 10 | best boy gift age 10 | best boy gift age 10,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
OP000240,CD000398,Boys Christmas Gift Age 8 10,P3,57.09,growing,gift,boy,,,,christmas,christmas,70836,87072.75,153424.0,4,4,boys christmas gift age 8 10 | boys christmas gift age 8 10 | boys christmas gift age 8 10 | boys christmas gift age 8 10,Seasonal opportunity; validate timing before research.,Review after P1/P2 opportunities,new
OP000241,CD000271,Mother Daughter Gift,P3,57.06,growing,gift,mom,,,,,,45384,140001.25,286854.5,8,4,mother daughter gift | mother daughter gift | mother daughter gift | mother daughter gift | mother daughter gift | mother daughter gift | mother daughter gift | mother daughter gift,"Qualified demand signal; review niche, product gap, and catalog fit.",Review after P1/P2 opportunities,new
