Total Demand,P1,P2,P3,Top Opportunity,Largest Market,Highest Expansion,Fastest Growing,Highest Seasonality
150,4,3,5,Gift for Mom,Gift for Mom,Teen Girl Gift,Gift for Mom,Teacher Gift
